#Top: chaos_fifo   Floorplan: rtl_1   Part: xcvu9p-flga2104-2L-e
#Generated by: RISHIK NAIR   on: Sun Nov 30 18:39:38 2025
#Build: Vivado v2018.2   by: xbuild   on: Thu Jun 14 20:03:12 MDT 2018
#Package Version: PRODUCTION 1.1 3/7/2017
#Package Pin Delay Version: PRODUCTION 1.0 2/19/2016

################################################################################
#INVALID / INCOMPLETE PINOUT
#There are 33 unassigned signals in this design. The last 33 rows of this file list these signals.
################################################################################

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
66,BC9,IOB_X1Y387,IO_L12P_T1U_N10_GC_66,242.235,244.669,,,,,,,,,,,,,,,,,,,,
66,BA9,IOB_X1Y391,IO_L13N_T2L_N1_GC_QBC_66,237.475,239.862,,,,,,,,,,,,,,,,,,,,
66,AY9,IOB_X1Y390,IO_L13P_T2L_N0_GC_QBC_66,236.897,239.278,,,,,,,,,,,,,,,,,,,,
66,BB8,IOB_X1Y393,IO_L14N_T2L_N3_GC_66,240.913,243.334,,,,,,,,,,,,,,,,,,,,
66,BB9,IOB_X1Y392,IO_L14P_T2L_N2_GC_66,241.160,243.584,,,,,,,,,,,,,,,,,,,,
66,BB7,IOB_X1Y395,IO_L15N_T2L_N5_AD11N_66,249.704,252.214,,,,,,,,,,,,,,,,,,,,
66,BA7,IOB_X1Y394,IO_L15P_T2L_N4_AD11P_66,246.259,248.734,,,,,,,,,,,,,,,,,,,,
66,AV8,IOB_X1Y397,IO_L16N_T2U_N7_QBC_AD3N_66,251.497,254.024,,,,,,,,,,,,,,,,,,,,
66,AV9,IOB_X1Y396,IO_L16P_T2U_N6_QBC_AD3P_66,250.676,253.195,,,,,,,,,,,,,,,,,,,,
66,AY7,IOB_X1Y399,IO_L17N_T2U_N9_AD10N_66,251.508,254.036,,,,,,,,,,,,,,,,,,,,
66,AY8,IOB_X1Y398,IO_L17P_T2U_N8_AD10P_66,245.548,248.016,,,,,,,,,,,,,,,,,,,,
66,AW7,IOB_X1Y401,IO_L18N_T2U_N11_AD2N_66,250.369,252.885,,,,,,,,,,,,,,,,,,,,
66,AW8,IOB_X1Y400,IO_L18P_T2U_N10_AD2P_66,240.910,243.332,,,,,,,,,,,,,,,,,,,,
66,BC13,IOB_X1Y404,IO_L19N_T3L_N1_DBC_AD9N_66,216.283,218.456,,,,,,,,,,,,,,,,,,,,
66,BC14,IOB_X1Y403,IO_L19P_T3L_N0_DBC_AD9P_66,215.442,217.607,,,,,,,,,,,,,,,,,,,,
66,BC16,IOB_X1Y406,IO_L20N_T3L_N3_AD1N_66,203.683,205.730,,,,,,,,,,,,,,,,,,,,
66,BB16,IOB_X1Y405,IO_L20P_T3L_N2_AD1P_66,196.807,198.785,,,,,,,,,,,,,,,,,,,,
66,BD15,IOB_X1Y408,IO_L21N_T3L_N5_AD8N_66,210.855,212.974,,,,,,,,,,,,,,,,,,,,
66,BC15,IOB_X1Y407,IO_L21P_T3L_N4_AD8P_66,201.630,203.656,,,,,,,,,,,,,,,,,,,,
66,BA15,IOB_X1Y410,IO_L22N_T3U_N7_DBC_AD0N_66,198.267,200.259,,,,,,,,,,,,,,,,,,,,
66,BA16,IOB_X1Y409,IO_L22P_T3U_N6_DBC_AD0P_66,197.820,199.808,,,,,,,,,,,,,,,,,,,,
66,BB14,IOB_X1Y412,IO_L23N_T3U_N9_66,203.286,205.329,,,,,,,,,,,,,,,,,,,,
66,BA14,IOB_X1Y411,IO_L23P_T3U_N8_66,195.861,197.829,,,,,,,,,,,,,,,,,,,,
66,BB12,IOB_X1Y414,IO_L24N_T3U_N11_66,215.639,217.807,,,,,,,,,,,,,,,,,,,,
66,BB13,IOB_X1Y413,IO_L24P_T3U_N10_66,210.725,212.843,,,,,,,,,,,,,,,,,,,,
66,AW9,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,BA11,,VREF_66,,,,,,,,,,,,,,,,,,,,,,
66,BB10,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,BC7,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,BD14,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,BE11,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,BF8,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
67,BA12,IOB_X1Y428,IO_T0U_N12_VRP_67,209.828,211.937,,,,,,,,,,,,,,,,,,,,
67,AW16,IOB_X1Y441,IO_T1U_N12_67,189.549,191.454,,,,,,,,,,,,,,,,,,,,
67,AR15,IOB_X1Y454,IO_T2U_N12_67,172.802,174.539,,,,,,,,,,,,,,,,,,,,
67,AM16,IOB_X1Y467,IO_T3U_N12_67,184.444,186.298,,,,,,,,,,,,,,,,,,,,
67,AU12,IOB_X1Y417,IO_L1N_T0L_N1_DBC_67,205.622,207.689,,,,,,,,,,,,,,,,,,,,
67,AT12,IOB_X1Y416,IO_L1P_T0L_N0_DBC_67,205.139,207.201,,,,,,,,,,,,,,,,,,,,
67,AY12,IOB_X1Y419,IO_L2N_T0L_N3_67,211.560,213.686,,,,,,,,,,,,,,,,,,,,
67,AW12,IOB_X1Y418,IO_L2P_T0L_N2_67,206.378,208.452,,,,,,,,,,,,,,,,,,,,
67,AY10,IOB_X1Y421,IO_L3N_T0L_N5_AD15N_67,215.789,217.958,,,,,,,,,,,,,,,,,,,,
67,AW11,IOB_X1Y420,IO_L3P_T0L_N4_AD15P_67,210.887,213.006,,,,,,,,,,,,,,,,,,,,
67,AW10,IOB_X1Y423,IO_L4N_T0U_N7_DBC_AD7N_67,224.880,227.140,,,,,,,,,,,,,,,,,,,,
67,AV10,IOB_X1Y422,IO_L4P_T0U_N6_DBC_AD7P_67,226.056,228.328,,,,,,,,,,,,,,,,,,,,
67,AY13,IOB_X1Y425,IO_L5N_T0U_N9_AD14N_67,207.304,209.387,,,,,,,,,,,,,,,,,,,,
67,AW13,IOB_X1Y424,IO_L5P_T0U_N8_AD14P_67,199.172,201.174,,,,,,,,,,,,,,,,,,,,
67,AV11,IOB_X1Y427,IO_L6N_T0U_N11_AD6N_67,217.332,219.516,,,,,,,,,,,,,,,,,,,,
67,AU11,IOB_X1Y426,IO_L6P_T0U_N10_AD6P_67,218.293,220.487,,,,,,,,,,,,,,,,,,,,
67,AT15,IOB_X1Y430,IO_L7N_T1L_N1_QBC_AD13N_67,191.164,193.086,,,,,,,,,,,,,,,,,,,,
67,AT16,IOB_X1Y429,IO_L7P_T1L_N0_QBC_AD13P_67,189.871,191.779,,,,,,,,,,,,,,,,,,,,
67,AV16,IOB_X1Y432,IO_L8N_T1L_N3_AD5N_67,183.975,185.824,,,,,,,,,,,,,,,,,,,,
67,AU16,IOB_X1Y431,IO_L8P_T1L_N2_AD5P_67,184.719,186.576,,,,,,,,,,,,,,,,,,,,
67,AW15,IOB_X1Y434,IO_L9N_T1L_N5_AD12N_67,209.577,211.684,,,,,,,,,,,,,,,,,,,,
67,AV15,IOB_X1Y433,IO_L9P_T1L_N4_AD12P_67,204.969,207.029,,,,,,,,,,,,,,,,,,,,
67,AY14,IOB_X1Y436,IO_L10N_T1U_N7_QBC_AD4N_67,201.458,203.483,,,,,,,,,,,,,,,,,,,,
67,AY15,IOB_X1Y435,IO_L10P_T1U_N6_QBC_AD4P_67,201.237,203.259,,,,,,,,,,,,,,,,,,,,
67,AU13,IOB_X1Y438,IO_L11N_T1U_N9_GC_67,189.720,191.626,,,,,,,,,,,,,,,,,,,,
67,AU14,IOB_X1Y437,IO_L11P_T1U_N8_GC_67,189.445,191.349,,,,,,,,,,,,,,,,,,,,
67,AV13,IOB_X1Y440,IO_L12N_T1U_N11_GC_67,190.654,192.570,,,,,,,,,,,,,,,,,,,,
67,AV14,IOB_X1Y439,IO_L12P_T1U_N10_GC_67,191.962,193.891,,,,,,,,,,,,,,,,,,,,
67,AT14,IOB_X1Y443,IO_L13N_T2L_N1_GC_QBC_67,189.535,191.440,,,,,,,,,,,,,,,,,,,,
67,AR14,IOB_X1Y442,IO_L13P_T2L_N0_GC_QBC_67,190.264,192.176,,,,,,,,,,,,,,,,,,,,
67,AR13,IOB_X1Y445,IO_L14N_T2L_N3_GC_67,176.707,178.483,,,,,,,,,,,,,,,,,,,,
67,AP13,IOB_X1Y444,IO_L14P_T2L_N2_GC_67,175.506,177.270,,,,,,,,,,,,,,,,,,,,
67,AN13,IOB_X1Y447,IO_L15N_T2L_N5_AD11N_67,169.328,171.030,,,,,,,,,,,,,,,,,,,,
67,AN14,IOB_X1Y446,IO_L15P_T2L_N4_AD11P_67,168.473,170.166,,,,,,,,,,,,,,,,,,,,
67,AR12,IOB_X1Y449,IO_L16N_T2U_N7_QBC_AD3N_67,183.980,185.829,,,,,,,,,,,,,,,,,,,,
67,AP12,IOB_X1Y448,IO_L16P_T2U_N6_QBC_AD3P_67,182.988,184.827,,,,,,,,,,,,,,,,,,,,
67,AP16,IOB_X1Y451,IO_L17N_T2U_N9_AD10N_67,194.216,196.168,,,,,,,,,,,,,,,,,,,,
67,AN16,IOB_X1Y450,IO_L17P_T2U_N8_AD10P_67,192.770,194.707,,,,,,,,,,,,,,,,,,,,
67,AP15,IOB_X1Y453,IO_L18N_T2U_N11_AD2N_67,170.282,171.994,,,,,,,,,,,,,,,,,,,,
67,AN15,IOB_X1Y452,IO_L18P_T2U_N10_AD2P_67,167.134,168.813,,,,,,,,,,,,,,,,,,,,
67,AM14,IOB_X1Y456,IO_L19N_T3L_N1_DBC_AD9N_67,170.663,172.378,,,,,,,,,,,,,,,,,,,,
67,AL14,IOB_X1Y455,IO_L19P_T3L_N0_DBC_AD9P_67,171.218,172.939,,,,,,,,,,,,,,,,,,,,
67,AL15,IOB_X1Y458,IO_L20N_T3L_N3_AD1N_67,158.054,159.642,,,,,,,,,,,,,,,,,,,,
67,AK15,IOB_X1Y457,IO_L20P_T3L_N2_AD1P_67,159.206,160.806,,,,,,,,,,,,,,,,,,,,
67,AL12,IOB_X1Y460,IO_L21N_T3L_N5_AD8N_67,163.504,165.147,,,,,,,,,,,,,,,,,,,,
67,AK12,IOB_X1Y459,IO_L21P_T3L_N4_AD8P_67,159.267,160.868,,,,,,,,,,,,,,,,,,,,
67,AJ12,IOB_X1Y462,IO_L22N_T3U_N7_DBC_AD0N_67,158.539,160.132,,,,,,,,,,,,,,,,,,,,
67,AJ13,IOB_X1Y461,IO_L22P_T3U_N6_DBC_AD0P_67,159.112,160.711,,,,,,,,,,,,,,,,,,,,
67,AM12,IOB_X1Y464,IO_L23N_T3U_N9_67,172.961,174.699,,,,,,,,,,,,,,,,,,,,
67,AM13,IOB_X1Y463,IO_L23P_T3U_N8_67,176.232,178.003,,,,,,,,,,,,,,,,,,,,
67,AK13,IOB_X1Y466,IO_L24N_T3U_N11_67,157.637,159.221,,,,,,,,,,,,,,,,,,,,
67,AK14,IOB_X1Y465,IO_L24P_T3U_N10_67,158.354,159.946,,,,,,,,,,,,,,,,,,,,
67,AL13,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,AL16,,VREF_67,,,,,,,,,,,,,,,,,,,,,,
67,AP14,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,AU15,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,AV12,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,AY16,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
67,BA13,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,0.00-1.80,
70,W15,IOB_X1Y584,IO_T0U_N12_VRP_70,93.920,94.864,,,,,,,,,,,,,,,,,,,,
70,R16,IOB_X1Y597,IO_T1U_N12_70,92.800,93.732,,,,,,,,,,,,,,,,,,,,
70,N12,IOB_X1Y610,IO_T2U_N12_70,99.528,100.528,,,,,,,,,,,,,,,,,,,,
70,J14,IOB_X1Y623,IO_T3U_N12_70,123.356,124.596,,,,,,,,,,,,,,,,,,,,
70,Y13,IOB_X1Y573,IO_L1N_T0L_N1_DBC_70,103.500,104.540,,,,,,,,,,,,,,,,,,,,
70,AA13,IOB_X1Y572,IO_L1P_T0L_N0_DBC_70,103.751,104.793,,,,,,,,,,,,,,,,,,,,
70,Y14,IOB_X1Y575,IO_L2N_T0L_N3_70,106.852,107.926,,,,,,,,,,,,,,,,,,,,
70,AA14,IOB_X1Y574,IO_L2P_T0L_N2_70,108.763,109.856,,,,,,,,,,,,,,,,,,,,
70,V12,IOB_X1Y577,IO_L3N_T0L_N5_AD15N_70,106.733,107.806,,,,,,,,,,,,,,,,,,,,
70,W12,IOB_X1Y576,IO_L3P_T0L_N4_AD15P_70,105.687,106.749,,,,,,,,,,,,,,,,,,,,
70,U12,IOB_X1Y579,IO_L4N_T0U_N7_DBC_AD7N_70,114.134,115.281,,,,,,,,,,,,,,,,,,,,
70,V13,IOB_X1Y578,IO_L4P_T0U_N6_DBC_AD7P_70,114.581,115.733,,,,,,,,,,,,,,,,,,,,
70,Y12,IOB_X1Y581,IO_L5N_T0U_N9_AD14N_70,113.478,114.618,,,,,,,,,,,,,,,,,,,,
70,AA12,IOB_X1Y580,IO_L5P_T0U_N8_AD14P_70,116.774,117.948,,,,,,,,,,,,,,,,,,,,
70,V14,IOB_X1Y583,IO_L6N_T0U_N11_AD6N_70,98.358,99.347,,,,,,,,,,,,,,,,,,,,
70,W14,IOB_X1Y582,IO_L6P_T0U_N10_AD6P_70,101.481,102.500,,,,,,,,,,,,,,,,,,,,
70,U15,IOB_X1Y586,IO_L7N_T1L_N1_QBC_AD13N_70,91.350,92.268,,,,,,,,,,,,,,,,,,,,
70,V15,IOB_X1Y585,IO_L7P_T1L_N0_QBC_AD13P_70,90.497,91.407,,,,,,,,,,,,,,,,,,,,
70,U16,IOB_X1Y588,IO_L8N_T1L_N3_AD5N_70,92.158,93.084,,,,,,,,,,,,,,,,,,,,
70,V16,IOB_X1Y587,IO_L8P_T1L_N2_AD5P_70,89.918,90.821,,,,,,,,,,,,,,,,,,,,
70,T15,IOB_X1Y590,IO_L9N_T1L_N5_AD12N_70,90.186,91.093,,,,,,,,,,,,,,,,,,,,
70,T16,IOB_X1Y589,IO_L9P_T1L_N4_AD12P_70,95.110,96.065,,,,,,,,,,,,,,,,,,,,
70,T11,IOB_X1Y592,IO_L10N_T1U_N7_QBC_AD4N_70,116.261,117.429,,,,,,,,,,,,,,,,,,,,
70,U11,IOB_X1Y591,IO_L10P_T1U_N6_QBC_AD4P_70,117.130,118.307,,,,,,,,,,,,,,,,,,,,
70,R13,IOB_X1Y594,IO_L11N_T1U_N9_GC_70,91.264,92.181,,,,,,,,,,,,,,,,,,,,
70,T14,IOB_X1Y593,IO_L11P_T1U_N8_GC_70,90.041,90.946,,,,,,,,,,,,,,,,,,,,
70,T13,IOB_X1Y596,IO_L12N_T1U_N11_GC_70,98.342,99.331,,,,,,,,,,,,,,,,,,,,
70,U13,IOB_X1Y595,IO_L12P_T1U_N10_GC_70,98.469,99.459,,,,,,,,,,,,,,,,,,,,
70,N13,IOB_X1Y599,IO_L13N_T2L_N1_GC_QBC_70,93.313,94.251,,,,,,,,,,,,,,,,,,,,
70,N14,IOB_X1Y598,IO_L13P_T2L_N0_GC_QBC_70,93.515,94.455,,,,,,,,,,,,,,,,,,,,
70,P14,IOB_X1Y601,IO_L14N_T2L_N3_GC_70,91.946,92.870,,,,,,,,,,,,,,,,,,,,
70,R14,IOB_X1Y600,IO_L14P_T2L_N2_GC_70,91.822,92.745,,,,,,,,,,,,,,,,,,,,
70,N15,IOB_X1Y603,IO_L15N_T2L_N5_AD11N_70,81.673,82.494,,,,,,,,,,,,,,,,,,,,
70,P15,IOB_X1Y602,IO_L15P_T2L_N4_AD11P_70,83.976,84.820,,,,,,,,,,,,,,,,,,,,
70,P11,IOB_X1Y605,IO_L16N_T2U_N7_QBC_AD3N_70,108.505,109.595,,,,,,,,,,,,,,,,,,,,
70,R11,IOB_X1Y604,IO_L16P_T2U_N6_QBC_AD3P_70,108.758,109.851,,,,,,,,,,,,,,,,,,,,
70,L15,IOB_X1Y607,IO_L17N_T2U_N9_AD10N_70,90.938,91.852,,,,,,,,,,,,,,,,,,,,
70,M15,IOB_X1Y606,IO_L17P_T2U_N8_AD10P_70,81.506,82.326,,,,,,,,,,,,,,,,,,,,
70,P12,IOB_X1Y609,IO_L18N_T2U_N11_AD2N_70,99.642,100.644,,,,,,,,,,,,,,,,,,,,
70,R12,IOB_X1Y608,IO_L18P_T2U_N10_AD2P_70,102.468,103.498,,,,,,,,,,,,,,,,,,,,
70,M12,IOB_X1Y612,IO_L19N_T3L_N1_DBC_AD9N_70,103.936,104.980,,,,,,,,,,,,,,,,,,,,
70,M13,IOB_X1Y611,IO_L19P_T3L_N0_DBC_AD9P_70,104.041,105.086,,,,,,,,,,,,,,,,,,,,
70,L13,IOB_X1Y614,IO_L20N_T3L_N3_AD1N_70,110.599,111.710,,,,,,,,,,,,,,,,,,,,
70,L14,IOB_X1Y613,IO_L20P_T3L_N2_AD1P_70,110.136,111.243,,,,,,,,,,,,,,,,,,,,
70,J11,IOB_X1Y616,IO_L21N_T3L_N5_AD8N_70,130.032,131.339,,,,,,,,,,,,,,,,,,,,
70,K11,IOB_X1Y615,IO_L21P_T3L_N4_AD8P_70,131.777,133.102,,,,,,,,,,,,,,,,,,,,
70,L11,IOB_X1Y618,IO_L22N_T3U_N7_DBC_AD0N_70,123.984,125.230,,,,,,,,,,,,,,,,,,,,
70,M11,IOB_X1Y617,IO_L22P_T3U_N6_DBC_AD0P_70,125.174,126.432,,,,,,,,,,,,,,,,,,,,
70,K13,IOB_X1Y620,IO_L23N_T3U_N9_70,113.826,114.970,,,,,,,,,,,,,,,,,,,,
70,K14,IOB_X1Y619,IO_L23P_T3U_N8_70,109.061,110.157,,,,,,,,,,,,,,,,,,,,
70,J12,IOB_X1Y622,IO_L24N_T3U_N11_70,122.355,123.585,,,,,,,,,,,,,,,,,,,,
70,K12,IOB_X1Y621,IO_L24P_T3U_N10_70,118.008,119.194,,,,,,,,,,,,,,,,,,,,
70,AB13,,VREF_70,,,,,,,,,,,,,,,,,,,,,,
70,J13,,VCCO_70,,,,,,,,,,,,,,,,,,,,VCCO_70,0.00-1.80,
70,M14,,VCCO_70,,,,,,,,,,,,,,,,,,,,VCCO_70,0.00-1.80,
70,N11,,VCCO_70,,,,,,,,,,,,,,,,,,,,VCCO_70,0.00-1.80,
70,R15,,VCCO_70,,,,,,,,,,,,,,,,,,,,VCCO_70,0.00-1.80,
70,T12,,VCCO_70,,,,,,,,,,,,,,,,,,,,VCCO_70,0.00-1.80,
70,W13,,VCCO_70,,,,,,,,,,,,,,,,,,,,VCCO_70,0.00-1.80,
71,D8,IOB_X1Y636,IO_T0U_N12_VRP_71,167.688,169.373,,,,,,,,,,,,,,,,,,,,
71,A10,IOB_X1Y649,IO_T1U_N12_71,169.725,171.430,,,,,,,,,,,,,,,,,,,,
71,D15,IOB_X1Y662,IO_T2U_N12_71,121.912,123.137,,,,,,,,,,,,,,,,,,,,
71,D14,IOB_X1Y675,IO_T3U_N12_71,123.557,124.798,,,,,,,,,,,,,,,,,,,,
71,G10,IOB_X1Y625,IO_L1N_T0L_N1_DBC_71,143.467,144.909,,,,,,,,,,,,,,,,,,,,
71,G11,IOB_X1Y624,IO_L1P_T0L_N0_DBC_71,142.708,144.142,,,,,,,,,,,,,,,,,,,,
71,E11,IOB_X1Y627,IO_L2N_T0L_N3_71,151.774,153.299,,,,,,,,,,,,,,,,,,,,
71,F11,IOB_X1Y626,IO_L2P_T0L_N2_71,151.983,153.510,,,,,,,,,,,,,,,,,,,,
71,F9,IOB_X1Y629,IO_L3N_T0L_N5_AD15N_71,148.520,150.013,,,,,,,,,,,,,,,,,,,,
71,F10,IOB_X1Y628,IO_L3P_T0L_N4_AD15P_71,150.091,151.599,,,,,,,,,,,,,,,,,,,,
71,D10,IOB_X1Y631,IO_L4N_T0U_N7_DBC_AD7N_71,161.366,162.988,,,,,,,,,,,,,,,,,,,,
71,D11,IOB_X1Y630,IO_L4P_T0U_N6_DBC_AD7P_71,160.465,162.078,,,,,,,,,,,,,,,,,,,,
71,G12,IOB_X1Y633,IO_L5N_T0U_N9_AD14N_71,143.730,145.175,,,,,,,,,,,,,,,,,,,,
71,H12,IOB_X1Y632,IO_L5P_T0U_N8_AD14P_71,142.488,143.920,,,,,,,,,,,,,,,,,,,,
71,D9,IOB_X1Y635,IO_L6N_T0U_N11_AD6N_71,162.093,163.722,,,,,,,,,,,,,,,,,,,,
71,E9,IOB_X1Y634,IO_L6P_T0U_N10_AD6P_71,161.903,163.530,,,,,,,,,,,,,,,,,,,,
71,C8,IOB_X1Y638,IO_L7N_T1L_N1_QBC_AD13N_71,161.511,163.135,,,,,,,,,,,,,,,,,,,,
71,C9,IOB_X1Y637,IO_L7P_T1L_N0_QBC_AD13P_71,160.277,161.888,,,,,,,,,,,,,,,,,,,,
71,C7,IOB_X1Y640,IO_L8N_T1L_N3_AD5N_71,178.801,180.598,,,,,,,,,,,,,,,,,,,,
71,D7,IOB_X1Y639,IO_L8P_T1L_N2_AD5P_71,175.182,176.942,,,,,,,,,,,,,,,,,,,,
71,B7,IOB_X1Y642,IO_L9N_T1L_N5_AD12N_71,175.039,176.798,,,,,,,,,,,,,,,,,,,,
71,B8,IOB_X1Y641,IO_L9P_T1L_N4_AD12P_71,171.730,173.456,,,,,,,,,,,,,,,,,,,,
71,A8,IOB_X1Y644,IO_L10N_T1U_N7_QBC_AD4N_71,178.654,180.449,,,,,,,,,,,,,,,,,,,,
71,A9,IOB_X1Y643,IO_L10P_T1U_N6_QBC_AD4P_71,178.619,180.414,,,,,,,,,,,,,,,,,,,,
71,B10,IOB_X1Y646,IO_L11N_T1U_N9_GC_71,155.187,156.747,,,,,,,,,,,,,,,,,,,,
71,C10,IOB_X1Y645,IO_L11P_T1U_N8_GC_71,155.211,156.771,,,,,,,,,,,,,,,,,,,,
71,A11,IOB_X1Y648,IO_L12N_T1U_N11_GC_71,160.664,162.278,,,,,,,,,,,,,,,,,,,,
71,B11,IOB_X1Y647,IO_L12P_T1U_N10_GC_71,159.543,161.146,,,,,,,,,,,,,,,,,,,,
71,D12,IOB_X1Y651,IO_L13N_T2L_N1_GC_QBC_71,133.617,134.960,,,,,,,,,,,,,,,,,,,,
71,E12,IOB_X1Y650,IO_L13P_T2L_N0_GC_QBC_71,134.241,135.590,,,,,,,,,,,,,,,,,,,,
71,E13,IOB_X1Y653,IO_L14N_T2L_N3_GC_71,134.723,136.077,,,,,,,,,,,,,,,,,,,,
71,F13,IOB_X1Y652,IO_L14P_T2L_N2_GC_71,134.628,135.981,,,,,,,,,,,,,,,,,,,,
71,G13,IOB_X1Y655,IO_L15N_T2L_N5_AD11N_71,107.398,108.478,,,,,,,,,,,,,,,,,,,,
71,H13,IOB_X1Y654,IO_L15P_T2L_N4_AD11P_71,108.725,109.818,,,,,,,,,,,,,,,,,,,,
71,E14,IOB_X1Y657,IO_L16N_T2U_N7_QBC_AD3N_71,122.659,123.892,,,,,,,,,,,,,,,,,,,,
71,F14,IOB_X1Y656,IO_L16P_T2U_N6_QBC_AD3P_71,121.500,122.721,,,,,,,,,,,,,,,,,,,,
71,F15,IOB_X1Y659,IO_L17N_T2U_N9_AD10N_71,107.118,108.195,,,,,,,,,,,,,,,,,,,,
71,G15,IOB_X1Y658,IO_L17P_T2U_N8_AD10P_71,107.237,108.315,,,,,,,,,,,,,,,,,,,,
71,H14,IOB_X1Y661,IO_L18N_T2U_N11_AD2N_71,110.574,111.685,,,,,,,,,,,,,,,,,,,,
71,H15,IOB_X1Y660,IO_L18P_T2U_N10_AD2P_71,108.737,109.830,,,,,,,,,,,,,,,,,,,,
71,B13,IOB_X1Y664,IO_L19N_T3L_N1_DBC_AD9N_71,135.618,136.981,,,,,,,,,,,,,,,,,,,,
71,C13,IOB_X1Y663,IO_L19P_T3L_N0_DBC_AD9P_71,136.306,137.676,,,,,,,,,,,,,,,,,,,,
71,B12,IOB_X1Y666,IO_L20N_T3L_N3_AD1N_71,144.889,146.345,,,,,,,,,,,,,,,,,,,,
71,C12,IOB_X1Y665,IO_L20P_T3L_N2_AD1P_71,140.798,142.213,,,,,,,,,,,,,,,,,,,,
71,A15,IOB_X1Y668,IO_L21N_T3L_N5_AD8N_71,131.619,132.942,,,,,,,,,,,,,,,,,,,,
71,A16,IOB_X1Y667,IO_L21P_T3L_N4_AD8P_71,140.412,141.823,,,,,,,,,,,,,,,,,,,,
71,A13,IOB_X1Y670,IO_L22N_T3U_N7_DBC_AD0N_71,149.238,150.737,,,,,,,,,,,,,,,,,,,,
71,A14,IOB_X1Y669,IO_L22P_T3U_N6_DBC_AD0P_71,149.613,151.117,,,,,,,,,,,,,,,,,,,,
71,C14,IOB_X1Y672,IO_L23N_T3U_N9_71,123.490,124.731,,,,,,,,,,,,,,,,,,,,
71,C15,IOB_X1Y671,IO_L23P_T3U_N8_71,124.294,125.543,,,,,,,,,,,,,,,,,,,,
71,B15,IOB_X1Y674,IO_L24N_T3U_N11_71,136.185,137.554,,,,,,,,,,,,,,,,,,,,
71,B16,IOB_X1Y673,IO_L24P_T3U_N10_71,135.131,136.489,,,,,,,,,,,,,,,,,,,,
71,A7,,VCCO_71,,,,,,,,,,,,,,,,,,,,VCCO_71,0.00-1.80,
71,B14,,VCCO_71,,,,,,,,,,,,,,,,,,,,VCCO_71,0.00-1.80,
71,C11,,VCCO_71,,,,,,,,,,,,,,,,,,,,VCCO_71,0.00-1.80,
71,E15,,VCCO_71,,,,,,,,,,,,,,,,,,,,VCCO_71,0.00-1.80,
71,F12,,VCCO_71,,,,,,,,,,,,,,,,,,,,VCCO_71,0.00-1.80,
71,G9,,VCCO_71,,,,,,,,,,,,,,,,,,,,VCCO_71,0.00-1.80,
71,J15,,VREF_71,,,,,,,,,,,,,,,,,,,,,,
72,T21,IOB_X1Y688,IO_T0U_N12_VRP_72,89.825,90.727,,,,,,,,,,,,,,,,,,,,
72,J20,IOB_X1Y701,IO_T1U_N12_72,61.892,62.514,,,,,,,,,,,,,,,,,,,,
72,H20,IOB_X1Y714,IO_T2U_N12_72,57.644,58.223,,,,,,,,,,,,,,,,,,,,
72,D21,IOB_X1Y727,IO_T3U_N12_72,93.062,93.998,,,,,,,,,,,,,,,,,,,,
72,N20,IOB_X1Y677,IO_L1N_T0L_N1_DBC_72,74.642,75.392,,,,,,,,,,,,,,,,,,,,
72,P20,IOB_X1Y676,IO_L1P_T0L_N0_DBC_72,74.718,75.469,,,,,,,,,,,,,,,,,,,,
72,M23,IOB_X1Y679,IO_L2N_T0L_N3_72,64.989,65.642,,,,,,,,,,,,,,,,,,,,
72,N23,IOB_X1Y678,IO_L2P_T0L_N2_72,64.370,65.017,,,,,,,,,,,,,,,,,,,,
72,P21,IOB_X1Y681,IO_L3N_T0L_N5_AD15N_72,74.853,75.606,,,,,,,,,,,,,,,,,,,,
72,R21,IOB_X1Y680,IO_L3P_T0L_N4_AD15P_72,80.544,81.353,,,,,,,,,,,,,,,,,,,,
